what is the river that cross over ohio ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _const ( B , _stateid ( ohio ) ) ) )"
sacramento is the capital of which state ?	"_answer ( A , ( _const ( B , _cityid ( sacramento , _ ) ) , _capital ( B ) , _loc ( B , A ) , _state ( A ) ) )"
what is the elevation of the highest point in the usa ?	"_answer ( A , ( _elevation ( B , A ) , _highest ( B , ( _place ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) )"
what are the major cities in the smallest state in the us ?	"_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _smallest ( B , ( _state ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) )"
what is the population of boston massachusetts ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( boston , ma ) ) ) )"
what state borders the least states excluding alaska and excluding hawaii ?	"_answer ( A , _fewest ( A , B , ( _state ( A ) , _next_to ( A , B ) , _state ( B ) , \+ _const ( A , _stateid ( alaska ) ) , \+ _const ( A , _stateid ( hawaii ) ) ) ) )"
what states have rivers named colorado ?	"_answer ( A , ( _state ( A ) , _loc ( B , A ) , _const ( B , _riverid ( colorado ) ) ) )"
what is the capital city of the largest state in the us ?	"_answer ( A , ( _capital ( A ) , _city ( A ) , _loc ( A , B ) , _largest ( B , ( _state ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) )"
how many rivers are called colorado ?	"_answer ( A , _count ( B , ( _river ( B ) , _const ( B , _riverid ( colorado ) ) ) , A ) )"
what is the population density of the state with the smallest population ?	"_answer ( A , ( _density ( B , A ) , _smallest ( C , ( _state ( B ) , _population ( B , C ) ) ) ) )"
how big is massachusetts ?	"_answer ( A , ( _size ( B , A ) , _const ( B , _stateid ( massachusetts ) ) ) )"
what is the length of the river that runs through the most number of states ?	"_answer ( A , ( _len ( B , A ) , _most ( B , C , ( _river ( B ) , _traverse ( B , C ) , _state ( C ) ) ) ) )"
state the state with the largest area ?	"_answer ( A , ( _state ( A ) , _largest ( B , ( _state ( A ) , _area ( A , B ) ) ) ) )"
how many people live in riverside ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( riverside , _ ) ) ) )"
what is the size of the capital of texas ?	"_answer ( A , ( _size ( B , A ) , _capital ( B ) , _loc ( B , C ) , _const ( C , _stateid ( texas ) ) ) )"
what is the lowest point in the united states ?	"_answer ( A , _lowest ( A , ( _place ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )"
what is the state that contains the highest point ?	"_answer ( A , ( _state ( A ) , _loc ( B , A ) , _highest ( B , _place ( B ) ) ) )"
how many cities does texas have ?	"_answer ( A , _count ( B , ( _city ( B ) , _const ( C , _stateid ( texas ) ) , _loc ( B , C ) ) , A ) )"
which state has the greatest density ?	"_answer ( A , _largest ( B , ( _state ( A ) , _density ( A , B ) ) ) )"
which state has the largest city ?	"_answer ( A , _largest ( B , ( _state ( A ) , _loc ( B , A ) , _city ( B ) ) ) )"
give me the cities in usa ?	"_answer ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) )"
what is the highest elevation in south carolina ?	"_answer ( A , _highest ( A , ( _place ( A ) , _loc ( A , B ) , _const ( B , _stateid ( ' south carolina ' ) ) ) ) )"
which rivers run through the state with the lowest elevation in the usa ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) , _loc ( C , B ) , _lowest ( C , ( _place ( C ) , _loc ( C , D ) , _const ( D , _countryid ( usa ) ) ) ) ) )"
name the states which have no surrounding states ?	"_answer ( A , ( _state ( A ) , \+ ( _next_to ( A , B ) , _state ( B ) ) ) )"
what is the longest river in the smallest state in the usa ?	"_answer ( A , _longest ( A , ( _river ( A ) , _loc ( A , B ) , _smallest ( B , ( _state ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) ) )"
how many cities named austin are there in the usa ?	"_answer ( A , _count ( B , ( _city ( B ) , _const ( B , _cityid ( austin , _ ) ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) , A ) )"
what is the size of the largest state in the usa ?	"_answer ( A , ( _size ( B , A ) , _largest ( B , ( _state ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) )"
what state has highest elevation ?	"_answer ( A , ( _state ( A ) , _loc ( B , A ) , _highest ( B , _place ( B ) ) ) )"
how many rivers in washington ?	"_answer ( A , _count ( B , ( _river ( B ) , _loc ( B , C ) , _const ( C , _stateid ( washington ) ) ) , A ) )"
what are the populations of all the major cities in montana ?	"_answer ( A , ( _population ( B , A ) , _major ( B ) , _city ( B ) , _loc ( B , C ) , _const ( C , _stateid ( montana ) ) ) )"
what is the capital of maryland ?	"_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( maryland ) ) ) )"
what states are next to texas ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( texas ) ) ) )"
what is the capital of indiana ?	"_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( indiana ) ) ) )"
what is the length of the colorado river in texas ?	"_answer ( A , ( _len ( B , A ) , _const ( B , _riverid ( colorado ) ) , _river ( B ) , _loc ( B , C ) , _const ( C , _stateid ( texas ) ) ) )"
what states does the shortest river run through ?	"_answer ( A , ( _state ( A ) , _shortest ( B , _river ( B ) ) , _traverse ( B , A ) ) )"
how many states border colorado and border new mexico ?	"_answer ( A , _count ( B , ( _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( colorado ) ) , _next_to ( B , D ) , _const ( D , _stateid ( ' new mexico ' ) ) ) , A ) )"
what are the biggest rivers in texas ?	"_answer ( A , _longest ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( texas ) ) ) ) )"
what is the area of texas ?	"_answer ( A , ( _area ( B , A ) , _const ( B , _stateid ( texas ) ) ) )"
what state borders michigan ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( michigan ) ) ) )"
how many states border tennessee ?	"_answer ( A , _count ( B , ( _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( tennessee ) ) ) , A ) )"
what is the area of all the states combined ?	"_answer ( A , _sum ( C , _state ( C ) , _area ( C ) , A ) )"
what state has the city flint ?	"_answer ( A , ( _state ( A ) , _loc ( B , A ) , _city ( B ) , _const ( B , _cityid ( flint , _ ) ) ) )"
what are the major cities in california ?	"_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( california ) ) ) )"
what is the smallest city in washington ?	"_answer ( A , _smallest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( washington ) ) ) ) )"
what city has the largest population ?	"_answer ( A , _largest ( B , ( _city ( A ) , _population ( A , B ) ) ) )"
what is the biggest river in illinois ?	"_answer ( A , _largest ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( illinois ) ) ) ) )"
what is the tallest mountain in the united states ?	"_answer ( A , _highest ( A , ( _mountain ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )"
what state is dallas in ?	"_answer ( A , ( _state ( A ) , _const ( B , _cityid ( dallas , _ ) ) , _loc ( B , A ) ) )"
what rivers flow through states that border the state with the largest population ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) , _next_to ( B , C ) , _largest ( D , ( _state ( C ) , _population ( C , D ) ) ) ) )"
how many states does iowa border ?	"_answer ( A , _count ( B , ( _state ( B ) , _const ( C , _stateid ( iowa ) ) , _next_to ( C , B ) ) , A ) )"
what is the adjacent state of california ?	"_answer ( A , ( _next_to ( A , B ) , _state ( A ) , _const ( B , _stateid ( california ) ) ) )"
what state has the largest urban population ?	"_answer ( A , _largest ( B , ( _state ( A ) , _population ( A , B ) ) ) )"
how many citizens live in california ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( california ) ) ) )"
what states high point are higher than that of colorado ?	"_answer ( A , ( _state ( A ) , _high_point ( A , B ) , _higher ( B , C ) , _high_point ( D , C ) , _const ( D , _stateid ( colorado ) ) ) )"
what is the biggest city in georgia ?	"_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( georgia ) ) ) ) )"
where is scotts valley ?	"_answer ( A , ( _loc ( B , A ) , _const ( B , _cityid ( ' scotts valley ' , _ ) ) ) )"
what is the longest river in new york ?	"_answer ( A , _longest ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( ' new york ' ) ) ) ) )"
what is the largest city in michigan ?	"_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( michigan ) ) ) ) )"
what state has the largest population ?	"_answer ( A , _largest ( B , ( _state ( A ) , _population ( A , B ) ) ) )"
what is the smallest city of the smallest state in the us ?	"_answer ( A , _smallest ( A , ( _city ( A ) , _loc ( A , B ) , _smallest ( B , ( _state ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) ) )"
what is the highest point in the state with the most rivers ?	"_answer ( A , _highest ( A , ( _place ( A ) , _loc ( A , B ) , _most ( B , C , ( _state ( B ) , _traverse ( C , B ) , _river ( C ) ) ) ) ) )"
what state has no rivers ?	"_answer ( A , ( _state ( A ) , \+ ( _loc ( B , A ) , _river ( B ) ) ) )"
what is the population of denver ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( denver , _ ) ) ) )"
what is the population of the major cities in wisconsin ?	"_answer ( A , ( _population ( B , A ) , _major ( B ) , _city ( B ) , _loc ( B , C ) , _const ( C , _stateid ( wisconsin ) ) ) )"
how long is the shortest river in the usa ?	"_answer ( A , ( _len ( B , A ) , _shortest ( B , ( _river ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) )"
which states border alabama ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( alabama ) ) ) )"
what is the population density of the smallest state ?	"_answer ( A , ( _density ( B , A ) , _smallest ( B , _state ( B ) ) ) )"
what state that borders texas has the highest population ?	"_answer ( A , _largest ( B , ( _state ( A ) , _next_to ( A , C ) , _const ( C , _stateid ( texas ) ) , _population ( A , B ) ) ) )"
which states border the longest river in the usa ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _longest ( B , ( _river ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) ) ) )"
what states in the united states have a city of springfield ?	"_answer ( A , ( _state ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) , _loc ( C , A ) , _const ( C , _cityid ( springfield , _ ) ) ) )"
what states neighbor maine ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( maine ) ) ) )"
how many people live in new york ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( ' new york ' ) ) ) )"
what river flows through kansas ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _const ( B , _stateid ( kansas ) ) ) )"
what state has the sparsest population density ?	"_answer ( A , _smallest ( B , ( _state ( A ) , _density ( A , B ) ) ) )"
what rivers flow through missouri ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _const ( B , _stateid ( missouri ) ) ) )"
what state is austin the capital of ?	"_answer ( A , ( _state ( A ) , _const ( B , _cityid ( austin , _ ) ) , _capital ( B ) , _loc ( B , A ) ) )"
how many rivers run through texas ?	"_answer ( A , _count ( B , ( _river ( B ) , _traverse ( B , C ) , _const ( C , _stateid ( texas ) ) ) , A ) )"
what is the population of portland maine ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( portland , me ) ) ) )"
what is the longest river that runs through a state that borders tennessee ?	"_answer ( A , _longest ( A , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( tennessee ) ) ) ) )"
name the 50 capitals in the usa ?	"_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) )"
what can you tell me about the population of missouri ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( missouri ) ) ) )"
where is houston ?	"_answer ( A , ( _loc ( B , A ) , _const ( B , _cityid ( houston , _ ) ) ) )"
how many states in the us does the shortest river run through ?	"_answer ( A , _count ( B , ( _state ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) , _shortest ( D , _river ( D ) ) , _traverse ( D , B ) ) , A ) )"
how many cities are there in the us ?	"_answer ( A , _count ( B , ( _city ( B ) , _loc ( B , C ) , _const ( C , _countryid ( usa ) ) ) , A ) )"
what is the longest river in mississippi ?	"_answer ( A , _longest ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( mississippi ) ) ) ) )"
how many states border hawaii ?	"_answer ( A , _count ( B , ( _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( hawaii ) ) ) , A ) )"
what is capital of iowa ?	"_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( iowa ) ) ) )"
give me the lakes in california ?	"_answer ( A , ( _lake ( A ) , _loc ( A , B ) , _const ( B , _stateid ( california ) ) ) )"
what is the capital of michigan ?	"_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( michigan ) ) ) )"
what are the populations of the states through which the mississippi run ?	"_answer ( A , ( _population ( B , A ) , _state ( B ) , _const ( C , _riverid ( mississippi ) ) , _traverse ( C , B ) ) )"
can you tell me the capital of texas ?	"_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( texas ) ) ) )"
which states border colorado ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( colorado ) ) ) )"
what is the largest state ?	"_answer ( A , _largest ( A , _state ( A ) ) )"
what rivers run through the state with the lowest point in the usa ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) , _loc ( C , B ) , _lowest ( C , ( _place ( C ) , _loc ( C , D ) , _const ( D , _countryid ( usa ) ) ) ) ) )"
how many cities does the usa have ?	"_answer ( A , _count ( B , ( _city ( B ) , _const ( C , _countryid ( usa ) ) , _loc ( B , C ) ) , A ) )"
what rivers flow through the state with the largest population ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _largest ( C , ( _state ( B ) , _population ( B , C ) ) ) ) )"
what states border arkansas ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( arkansas ) ) ) )"
what is the population of atlanta ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( atlanta , _ ) ) ) )"
what is the total population of the states that border texas ?	"_answer ( A , _sum ( C , ( _state ( C ) , _next_to ( D , C ) , _const ( D , _stateid ( texas ) ) ) , _population ( C ) , A ) )"
what are the populations of states through which the mississippi river run ?	"_answer ( A , ( _population ( B , A ) , _state ( B ) , _const ( C , _riverid ( mississippi ) ) , _river ( C ) , _traverse ( C , B ) ) )"
how big is the city of new york ?	"_answer ( A , ( _size ( B , A ) , _const ( B , _cityid ( ' new york ' , _ ) ) ) )"
which rivers flow through alaska ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _const ( B , _stateid ( alaska ) ) ) )"
which states do colorado river flow through ?	"_answer ( A , ( _state ( A ) , _const ( B , _riverid ( colorado ) ) , _river ( B ) , _traverse ( B , A ) ) )"
how many people live in spokane washington ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( spokane , wa ) ) ) )"
what is the population of the capital of the largest state ?	"_answer ( A , ( _population ( B , A ) , _capital ( B ) , _loc ( B , C ) , _largest ( C , _state ( C ) ) ) )"
what is the longest river in texas ?	"_answer ( A , _longest ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( texas ) ) ) ) )"
what is the smallest city in alaska ?	"_answer ( A , _smallest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( alaska ) ) ) ) )"
what is the population of new york ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( ' new york ' ) ) ) )"
name the rivers in arkansas ?	"_answer ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( arkansas ) ) ) )"
what is the lowest elevation in pennsylvania ?	"_answer ( A , _lowest ( A , ( _place ( A ) , _loc ( A , B ) , _const ( B , _stateid ( pennsylvania ) ) ) ) )"
what is the largest city in states that border california ?	"_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( california ) ) ) ) )"
what is the population of seattle ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( seattle , _ ) ) ) )"
what state is the biggest ?	"_answer ( A , _largest ( A , _state ( A ) ) )"
what is the area of maryland in square kilometers ?	"_answer ( A , ( _area ( B , A ) , _const ( B , _stateid ( maryland ) ) ) )"
what are the major cities in kansas ?	"_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( kansas ) ) ) )"
what rivers are in oregon ?	"_answer ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( oregon ) ) ) )"
what is the height of mount mckinley ?	"_answer ( A , ( _elevation ( B , A ) , _const ( B , _placeid ( ' mount mckinley ' ) ) ) )"
how many states have major rivers ?	"_answer ( A , _count ( B , ( _state ( B ) , _loc ( C , B ) , _major ( C ) , _river ( C ) ) , A ) )"
how big is new mexico ?	"_answer ( A , ( _size ( B , A ) , _const ( B , _stateid ( ' new mexico ' ) ) ) )"
what states border states which the mississippi runs through ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _state ( B ) , _const ( C , _riverid ( mississippi ) ) , _traverse ( C , B ) ) )"
what are the major rivers in the us ?	"_answer ( A , ( _major ( A ) , _river ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) )"
what states border states that border colorado ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( colorado ) ) ) )"
what is the city in texas with the largest population ?	"_answer ( A , _largest ( B , ( _city ( A ) , _loc ( A , C ) , _const ( C , _stateid ( texas ) ) , _population ( A , B ) ) ) )"
what is the population of dallas ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( dallas , _ ) ) ) )"
what state has the smallest capital ?	"_answer ( A , ( _state ( A ) , _loc ( B , A ) , _smallest ( B , _capital ( B ) ) ) )"
what is the smallest city in arkansas ?	"_answer ( A , _smallest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( arkansas ) ) ) ) )"
what is the largest state that borders california ?	"_answer ( A , _largest ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( california ) ) ) ) )"
what are the major cities of the united states ?	"_answer ( A , ( _major ( A ) , _city ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) )"
give me the cities in texas ?	"_answer ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( texas ) ) ) )"
what is the largest city in wisconsin ?	"_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( wisconsin ) ) ) ) )"
what is the highest point in each state whose lowest point is sea level ?	"_answer ( A , ( _high_point ( B , A ) , _state ( B ) , _low_point ( B , C ) , _elevation ( C , 0.0 ) ) )"
what is the longest river in the us ?	"_answer ( A , _longest ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )"
what is the state with the lowest population ?	"_answer ( A , _smallest ( B , ( _state ( A ) , _population ( A , B ) ) ) )"
what state has the most people ?	"_answer ( A , _largest ( B , ( _state ( A ) , _population ( A , B ) ) ) )"
how many square kilometers in the us ?	"_answer ( A , ( _area ( B , A ) , _const ( B , _countryid ( usa ) ) ) )"
which state has the largest density ?	"_answer ( A , _largest ( B , ( _state ( A ) , _density ( A , B ) ) ) )"
which states does the colorado river run through ?	"_answer ( A , ( _state ( A ) , _const ( B , _riverid ( colorado ) ) , _traverse ( B , A ) ) )"
what are the populations of the states through which the mississippi river run ?	"_answer ( A , ( _population ( B , A ) , _state ( B ) , _const ( C , _riverid ( mississippi ) ) , _river ( C ) , _traverse ( C , B ) ) )"
what is the area of california ?	"_answer ( A , ( _area ( B , A ) , _const ( B , _stateid ( california ) ) ) )"
what are the rivers in the state of texas ?	"_answer ( A , ( _river ( A ) , _loc ( A , B ) , _state ( B ) , _const ( B , _stateid ( texas ) ) ) )"
what states does the mississippi run through ?	"_answer ( A , ( _state ( A ) , _const ( B , _riverid ( mississippi ) ) , _traverse ( B , A ) ) )"
how many people live in the state with the largest population density ?	"_answer ( A , ( _population ( B , A ) , _largest ( C , ( _state ( B ) , _density ( B , C ) ) ) ) )"
name all the rivers in colorado ?	"_answer ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( colorado ) ) ) )"
which states does the longest river cross ?	"_answer ( A , ( _state ( A ) , _longest ( B , _river ( B ) ) , _traverse ( B , A ) ) )"
what state has the smallest population density ?	"_answer ( A , _smallest ( B , ( _state ( A ) , _density ( A , B ) ) ) )"
what states have towns named springfield ?	"_answer ( A , ( _state ( A ) , _loc ( B , A ) , _const ( B , _cityid ( springfield , _ ) ) ) )"
what states are next to the mississippi ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( mississippi ) ) ) )"
what river runs through the most states ?	"_answer ( A , _most ( A , B , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) ) ) )"
what is the capital of the state texas ?	"_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _state ( B ) , _const ( B , _stateid ( texas ) ) ) )"
what are the states ?	"_answer ( A , _state ( A ) )"
what is the biggest city in the usa ?	"_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )"
what is the population of minnesota ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( minnesota ) ) ) )"
what is the largest city in missouri ?	"_answer ( A , _largest ( A , ( _city ( A ) , _loc ( A , B ) , _const ( B , _stateid ( missouri ) ) ) ) )"
how many states does missouri border ?	"_answer ( A , _count ( B , ( _state ( B ) , _const ( C , _stateid ( missouri ) ) , _next_to ( C , B ) ) , A ) )"
how many people live in kalamazoo ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( kalamazoo , _ ) ) ) )"
what is the biggest state in continental us ?	"_answer ( A , _largest ( A , ( _state ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )"
what is the number of neighboring states for kentucky ?	"_answer ( A , _count ( B , ( _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( kentucky ) ) ) , A ) )"
what is the population of montana ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( montana ) ) ) )"
what is the state with the lowest population density ?	"_answer ( A , _smallest ( B , ( _state ( A ) , _density ( A , B ) ) ) )"
how many rivers in texas are longer than the red ?	"_answer ( A , _count ( B , ( _river ( B ) , _loc ( B , C ) , _const ( C , _stateid ( texas ) ) , _longer ( B , D ) , _const ( D , _riverid ( red ) ) ) , A ) )"
what rivers run through west virginia ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _const ( B , _stateid ( ' west virginia ' ) ) ) )"
what states border the mississippi river ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _riverid ( mississippi ) ) , _river ( B ) ) )"
how many states have a city named springfield ?	"_answer ( A , _count ( B , ( _state ( B ) , _loc ( C , B ) , _const ( C , _cityid ( springfield , _ ) ) ) , A ) )"
what is the population of springfield missouri ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( springfield , mo ) ) ) )"
what is the population of austin texas ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( austin , tx ) ) ) )"
which state contains most rivers ?	"_answer ( A , _most ( A , B , ( _state ( A ) , _loc ( B , A ) , _river ( B ) ) ) )"
what is the population in boston ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( boston , _ ) ) ) )"
which state has the least population density ?	"_answer ( A , _smallest ( B , ( _state ( A ) , _density ( A , B ) ) ) )"
what is the population of austin ?	"_answer ( A , ( _population ( B , A ) , _const ( B , _cityid ( austin , _ ) ) ) )"
which states border no other states ?	"_answer ( A , ( _state ( A ) , \+ ( _next_to ( A , B ) , _state ( B ) ) ) )"
what mountains are in alaska ?	"_answer ( A , ( _mountain ( A ) , _loc ( A , B ) , _const ( B , _stateid ( alaska ) ) ) )"
which rivers run through states bordering new mexico ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( ' new mexico ' ) ) ) )"
what states border new hampshire ?	"_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _const ( B , _stateid ( ' new hampshire ' ) ) ) )"
what is the highest point in the state with capital des moines ?	"_answer ( A , _highest ( A , ( _place ( A ) , _loc ( A , B ) , _state ( B ) , _loc ( C , B ) , _capital ( C ) , _const ( C , _cityid ( ' des moines ' , _ ) ) ) ) )"
what rivers are in nevada ?	"_answer ( A , ( _river ( A ) , _loc ( A , B ) , _const ( B , _stateid ( nevada ) ) ) )"
what state has the shortest river ?	"_answer ( A , ( _state ( A ) , _loc ( B , A ) , _shortest ( B , _river ( B ) ) ) )"
what rivers flow through states that alabama borders ?	"_answer ( A , ( _river ( A ) , _traverse ( A , B ) , _state ( B ) , _const ( C , _stateid ( alabama ) ) , _next_to ( C , B ) ) )"
